epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,2962.08,0.47986,0.3383,0.94128,0.98675,0.98305,0.99109,0.95193,0.32553,0.18605,0.94358,0.0064756,0.0064756,0.0064756
180,2978.27,0.47113,0.33244,0.93639,0.98662,0.98305,0.99046,0.95171,0.32566,0.18674,0.94386,0.0064558,0.0064558,0.0064558
181,2994.64,0.47148,0.32934,0.93662,0.98653,0.98308,0.99061,0.95114,0.32556,0.18678,0.94396,0.006436,0.006436,0.006436
182,3010.77,0.47068,0.32847,0.93544,0.98654,0.98305,0.99042,0.95145,0.3255,0.18689,0.94389,0.0064162,0.0064162,0.0064162
183,3027.51,0.47436,0.33148,0.93784,0.98655,0.98313,0.99063,0.95164,0.32553,0.18677,0.94413,0.0063964,0.0063964,0.0063964
184,3043.95,0.47492,0.33459,0.94012,0.98647,0.98319,0.99063,0.95162,0.32567,0.18783,0.94465,0.0063766,0.0063766,0.0063766
185,3060.39,0.47066,0.33083,0.93814,0.98641,0.98334,0.99048,0.95168,0.32555,0.18776,0.94462,0.0063568,0.0063568,0.0063568
186,3077.1,0.4674,0.32638,0.93385,0.98643,0.98335,0.99048,0.95154,0.32532,0.18794,0.94458,0.006337,0.006337,0.006337
187,3093.69,0.46777,0.33,0.93578,0.98637,0.98346,0.99067,0.95185,0.32526,0.18782,0.94464,0.0063172,0.0063172,0.0063172
188,3110.29,0.46825,0.32773,0.93459,0.98633,0.98349,0.99067,0.95197,0.32489,0.18748,0.94443,0.0062974,0.0062974,0.0062974
189,3126.88,0.46925,0.32898,0.9366,0.98627,0.98352,0.99067,0.95219,0.32494,0.18784,0.94449,0.0062776,0.0062776,0.0062776
190,3142.97,0.47069,0.33197,0.93626,0.98627,0.98352,0.99067,0.9524,0.32508,0.18824,0.94466,0.0062578,0.0062578,0.0062578
191,3160.02,0.47268,0.33032,0.93987,0.9863,0.98362,0.99067,0.95177,0.32488,0.18809,0.94452,0.006238,0.006238,0.006238
192,3176.47,0.47042,0.33307,0.93764,0.98629,0.98366,0.99071,0.95174,0.32485,0.18715,0.94455,0.0062182,0.0062182,0.0062182
193,3192.71,0.46878,0.32851,0.93656,0.98634,0.98358,0.99052,0.95146,0.32469,0.1869,0.94429,0.0061984,0.0061984,0.0061984
194,3209.07,0.46483,0.326,0.93614,0.98632,0.98363,0.99071,0.95148,0.32446,0.18696,0.9441,0.0061786,0.0061786,0.0061786
195,3224.75,0.46621,0.32899,0.9366,0.98628,0.98358,0.99071,0.95102,0.32429,0.187,0.94406,0.0061588,0.0061588,0.0061588
196,3241.26,0.46557,0.32335,0.93439,0.98624,0.98354,0.99071,0.95206,0.32402,0.187,0.944,0.006139,0.006139,0.006139
197,3257.95,0.46518,0.32609,0.93351,0.98601,0.98368,0.99075,0.95209,0.32385,0.18663,0.9439,0.0061192,0.0061192,0.0061192
198,3274.41,0.46789,0.32879,0.93616,0.98588,0.9836,0.99075,0.95209,0.32364,0.18697,0.94378,0.0060994,0.0060994,0.0060994
199,3290.86,0.46423,0.32125,0.93362,0.98567,0.98351,0.99075,0.95183,0.32364,0.18695,0.94392,0.0060796,0.0060796,0.0060796
200,3307.29,0.46297,0.32431,0.93242,0.98565,0.98346,0.9908,0.95194,0.32347,0.187,0.9439,0.0060598,0.0060598,0.0060598
201,3323.17,0.4596,0.32352,0.93168,0.98563,0.98352,0.9908,0.9516,0.32345,0.18683,0.94376,0.00604,0.00604,0.00604
202,3339.37,0.46269,0.32208,0.93383,0.98548,0.98359,0.9908,0.95145,0.32341,0.1872,0.94366,0.0060202,0.0060202,0.0060202
203,3355.66,0.46441,0.32678,0.93526,0.9854,0.98362,0.99075,0.95087,0.32331,0.18749,0.94346,0.0060004,0.0060004,0.0060004
204,3372.38,0.46014,0.32269,0.93354,0.98537,0.98365,0.99075,0.95135,0.32321,0.18779,0.94342,0.0059806,0.0059806,0.0059806
205,3389.16,0.46424,0.32661,0.93464,0.98528,0.98374,0.99075,0.95116,0.32304,0.18765,0.94318,0.0059608,0.0059608,0.0059608
206,3404.76,0.45999,0.32541,0.93224,0.98546,0.98375,0.99075,0.9515,0.323,0.18774,0.94328,0.005941,0.005941,0.005941
207,3421.7,0.46036,0.32039,0.9318,0.98554,0.98373,0.99072,0.95145,0.32285,0.18765,0.94315,0.0059212,0.0059212,0.0059212
208,3438.22,0.45645,0.32179,0.93083,0.98539,0.98366,0.99072,0.95132,0.32282,0.1876,0.94316,0.0059014,0.0059014,0.0059014
209,3454.35,0.45609,0.31655,0.92904,0.98545,0.98368,0.99074,0.95108,0.32254,0.1876,0.94289,0.0058816,0.0058816,0.0058816
210,3470.8,0.45881,0.31971,0.92948,0.98545,0.98372,0.99074,0.95141,0.32234,0.18752,0.94271,0.0058618,0.0058618,0.0058618
211,3487.74,0.45738,0.31956,0.93077,0.98548,0.98364,0.99074,0.9516,0.3224,0.18842,0.94292,0.005842,0.005842,0.005842
212,3504.22,0.45124,0.31535,0.92545,0.98549,0.9836,0.99078,0.95186,0.32228,0.1885,0.94271,0.0058222,0.0058222,0.0058222
213,3519.88,0.45351,0.31672,0.9276,0.98552,0.98361,0.99059,0.95164,0.32213,0.188,0.94276,0.0058024,0.0058024,0.0058024
214,3536.39,0.45485,0.319,0.92902,0.98551,0.98356,0.99059,0.95134,0.32178,0.18732,0.94256,0.0057826,0.0057826,0.0057826
215,3552.76,0.45566,0.31601,0.92928,0.98553,0.98346,0.99059,0.95141,0.32167,0.18667,0.94246,0.0057628,0.0057628,0.0057628
216,3568.83,0.45582,0.31737,0.93122,0.98568,0.98357,0.99059,0.95152,0.32153,0.18696,0.94254,0.005743,0.005743,0.005743
217,3585.77,0.45287,0.3155,0.92697,0.98572,0.98364,0.99059,0.95128,0.3215,0.18729,0.94251,0.0057232,0.0057232,0.0057232
218,3602.47,0.45481,0.31726,0.92864,0.98577,0.9837,0.99059,0.95097,0.3214,0.18704,0.94255,0.0057034,0.0057034,0.0057034
219,3618.74,0.45093,0.31569,0.92699,0.98583,0.98368,0.99059,0.95109,0.32145,0.18708,0.94256,0.0056836,0.0056836,0.0056836
220,3635.35,0.45344,0.31572,0.9291,0.98585,0.98369,0.99059,0.95088,0.32139,0.18769,0.94264,0.0056638,0.0056638,0.0056638
221,3651.78,0.45229,0.31608,0.92636,0.98587,0.98363,0.99063,0.9514,0.32119,0.18725,0.94271,0.005644,0.005644,0.005644
222,3667.99,0.45183,0.31648,0.92847,0.98593,0.98361,0.99063,0.95107,0.32115,0.18706,0.94276,0.0056242,0.0056242,0.0056242
223,3683.71,0.45267,0.31481,0.92844,0.9859,0.98356,0.99063,0.95132,0.32109,0.18714,0.94299,0.0056044,0.0056044,0.0056044
224,3700.08,0.45228,0.31871,0.92925,0.98592,0.98353,0.99057,0.95105,0.32085,0.1872,0.94306,0.0055846,0.0055846,0.0055846
225,3716.41,0.44925,0.31452,0.92599,0.98598,0.98352,0.99057,0.95157,0.32078,0.18722,0.94294,0.0055648,0.0055648,0.0055648
226,3732.97,0.45216,0.31442,0.9307,0.98606,0.98351,0.99057,0.9515,0.32045,0.18686,0.94273,0.005545,0.005545,0.005545
227,3749.37,0.45041,0.31285,0.92562,0.98605,0.98355,0.99057,0.95166,0.32063,0.18676,0.94309,0.0055252,0.0055252,0.0055252
228,3766.15,0.45082,0.31265,0.92566,0.98615,0.98354,0.99057,0.95144,0.32044,0.1869,0.94293,0.0055054,0.0055054,0.0055054
229,3782.85,0.44775,0.30925,0.92314,0.98621,0.98354,0.99057,0.95152,0.32031,0.18643,0.94294,0.0054856,0.0054856,0.0054856
230,3799.31,0.44851,0.31168,0.92665,0.98626,0.98351,0.99057,0.95175,0.32008,0.18618,0.94273,0.0054658,0.0054658,0.0054658
231,3815.82,0.44688,0.31136,0.9254,0.98623,0.98358,0.99057,0.95126,0.31984,0.18596,0.9427,0.005446,0.005446,0.005446
232,3832.12,0.44732,0.31077,0.92394,0.9862,0.98359,0.99057,0.95139,0.31985,0.18621,0.94252,0.0054262,0.0054262,0.0054262
233,3847.82,0.44409,0.30902,0.92176,0.98623,0.98363,0.99057,0.95102,0.32006,0.18621,0.9426,0.0054064,0.0054064,0.0054064
234,3863.97,0.44651,0.31319,0.92665,0.98632,0.98359,0.99057,0.95047,0.31985,0.18569,0.94247,0.0053866,0.0053866,0.0053866
235,3880.49,0.44747,0.30991,0.92605,0.98627,0.9837,0.99057,0.95061,0.3198,0.18533,0.94233,0.0053668,0.0053668,0.0053668
236,3897.51,0.44481,0.31306,0.92564,0.98631,0.98372,0.99057,0.9511,0.31971,0.18557,0.94251,0.005347,0.005347,0.005347
237,3914.09,0.44376,0.31012,0.92339,0.98635,0.98382,0.9905,0.95072,0.31974,0.18572,0.94255,0.0053272,0.0053272,0.0053272
238,3930.6,0.44419,0.31095,0.92371,0.98642,0.9839,0.9905,0.95146,0.31965,0.18522,0.94249,0.0053074,0.0053074,0.0053074
